"","Line","Strain","Species","block","trans.ability","median.ct","pre.ct","best.y","l.y","h.y","best.p","l.p","h.p","strain.overall","TCID50","conf.low","conf.high","strain.group","rel.susc","rel.susc.low","rel.susc.high","p.paper","NAME","Sample","Passage","Ct","infected"
"196","FCZ21","ZF1092","sp.25","FCZ",0,NA,32.8935429218304,1,0.05,1,0.02,0.01,0.16,"ZF1092",0.5,0.1,1.9,"ZF1092",0.000144092219020173,2.88184438040346e-05,0.000547550432276657,0.0028147917057786,"C. sp. 25
 ZF1092","FCZ21.1","1",Inf,0
"197","FCZ22","ZF1092","sp.25","FCZ",1,35.3075,31.4228235712461,0,0,0.17,0.31,0.09,0.64,"ZF1092",0.5,0.1,1.9,"ZF1092",0.000144092219020173,2.88184438040346e-05,0.000547550432276657,0,"C. sp. 25
 ZF1092","FCZ22.1","1",23.9588,1
"198","FCZ22","ZF1092","sp.25","FCZ",1,35.3075,31.4228235712461,0,0,0.17,0.31,0.09,0.64,"ZF1092",0.5,0.1,1.9,"ZF1092",0.000144092219020173,2.88184438040346e-05,0.000547550432276657,0,"C. sp. 25
 ZF1092","FCZ22.2","2",Inf,0
"199","FCZ23","VX80","latens","FCZ",2,28.9121,29.4336965528641,0.11,0.01,0.55,0.25,0.12,0.44,"VX80",12.3,5.5,25.1,"VX80",0.00354466858789625,0.0015850144092219,0.00723342939481268,0.0186451400112024,"C. latens
 VX80","FCZ23.1","1",34.6828,1
"200","FCZ23","VX80","latens","FCZ",2,28.9121,29.4336965528641,0.11,0.01,0.55,0.25,0.12,0.44,"VX80",12.3,5.5,25.1,"VX80",0.00354466858789625,0.0015850144092219,0.00723342939481268,0.0186451400112024,"C. latens
 VX80","FCZ23.2","2",35.0279,1
"201","FCZ23","VX80","latens","FCZ",2,28.9121,29.4336965528641,0.11,0.01,0.55,0.25,0.12,0.44,"VX80",12.3,5.5,25.1,"VX80",0.00354466858789625,0.0015850144092219,0.00723342939481268,0.0186451400112024,"C. latens
 VX80","FCZ23.3","3",Inf,0
"202","FCZ25","VX80","latens","FCZ",1,25.22135,28.3686928851996,0.15,0.03,0.7,0.46,0.17,0.8,"VX80",12.3,5.5,25.1,"VX80",0.00354466858789625,0.0015850144092219,0.00723342939481268,0.0515409367755293,"C. latens
 VX80","FCZ25.1","1",22.5666,1
"203","FCZ25","VX80","latens","FCZ",1,25.22135,28.3686928851996,0.15,0.03,0.7,0.46,0.17,0.8,"VX80",12.3,5.5,25.1,"VX80",0.00354466858789625,0.0015850144092219,0.00723342939481268,0.0515409367755293,"C. latens
 VX80","FCZ25.2","2",Inf,0
"204","FCZ26","VX80","latens","FCZ",0,35.3729,29.2815531717692,0.1,0.01,0.59,0.28,0.1,0.54,"VX80",12.3,5.5,25.1,"VX80",0.00354466858789625,0.0015850144092219,0.00723342939481268,0.0192730921151922,"C. latens
 VX80","FCZ26.1","1",Inf,0
"205","FCZ28","JU1873","wallacei","FCZ",1,NA,31.0758693222283,0.06,0.01,0.26,0.48,0.28,0.71,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0.0172355046191658,"C. wallacei
 JU1873","FCZ28.1","1",35.5502,1
"206","FCZ28","JU1873","wallacei","FCZ",1,NA,31.0758693222283,0.06,0.01,0.26,0.48,0.28,0.71,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0.0172355046191658,"C. wallacei
 JU1873","FCZ28.2","2",Inf,0
"207","FCZ29","JU1873","wallacei","FCZ",0,35.58005,32.8508754350025,0,0,0.41,0.13,0.05,0.27,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FCZ29.1","1",Inf,0
"208","FCZ3","JU1857","macrosperma","FCZ",0,34.20755,29.9749949003248,0,0,0.1,0.42,0.23,0.64,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FCZ3.1","1",Inf,0
"209","FCZ30","JU1873","wallacei","FCZ",0,33.4667,32.8508754350025,0,0,0.41,0.13,0.05,0.27,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FCZ30.1","1",Inf,0
"210","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.1","1",14.2028,1
"211","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.2","2",14.8579,1
"212","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.3","3",15.9291,1
"213","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.4","4",15.4765,1
"214","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.7","6",15.3156,1
"215","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.8","8",17,1
"216","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.7","7",18.1819,1
"217","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.5","5",17.7233,1
"218","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.10","10",16.2828,1
"219","FCZ31","JU724.2","latens","FCZ",10,24.9617,26.8974749580307,1,0.05,1,1,0.67,1,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.979449083833226,"C. latens
 JU724","FCZ31.9","9",16,1
"220","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.1","1",16.0309,1
"221","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.2","2",13.5929,1
"222","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.3","3",16.0121,1
"223","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.4","4",15.7415,1
"224","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.6","6",16.5889,1
"225","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.5","5",15.8344,1
"226","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.7","7",15.2254,1
"227","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.10","10",15.4529,1
"228","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.8","8",15.3436,1
"229","FCZ32","JU724.2","latens","FCZ",10,25.89155,27.9117641653303,1,0.06,1,0.8,0.5,0.98,"JU724",666.9,143.5,2619,"JU724",0.192190201729107,0.0413544668587896,0.754755043227666,0.774234390403152,"C. latens
 JU724","FCZ32.9","9",16.7214,1
"230","FCZ4","JU1857","macrosperma","FCZ",1,26.6072,30.7357118057995,0,0,0.17,0.27,0.14,0.44,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FCZ4.1","1",28.4634,1
"231","FCZ4","JU1857","macrosperma","FCZ",1,26.6072,30.7357118057995,0,0,0.17,0.27,0.14,0.44,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FCZ4.2","2",Inf,0
"232","FCZ5","JU1857","macrosperma","FCZ",0,35.425,30.8878551868944,0,0,0.19,0.24,0.11,0.41,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FCZ5.1","1",Inf,0
"233","FCZ6","JU1857","macrosperma","FCZ",1,31.7874,30.6849973454345,0,0,0.16,0.28,0.14,0.47,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FCZ6.1","1",34.9624,1
"234","FCZ6","JU1857","macrosperma","FCZ",1,31.7874,30.6849973454345,0,0,0.16,0.28,0.14,0.47,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FCZ6.2","2",Inf,0
"235","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.1","1",12.2265,1
"236","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.2","2",13.0446,1
"237","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.3","3",13.7462,1
"238","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.4","4",14.0331,1
"239","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.5","5",13.9994,1
"240","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.6","6",12.5747,1
"241","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.7","7",14.0162,1
"242","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.8","8",12.0793,1
"243","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.9","9",12.8302,1
"244","FCZ7","SB454","sulstoni","FCZ",10,25.4303,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ7.10","10",12.9735,1
"245","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.1","1",11.158,1
"246","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.2","2",11.4187,1
"247","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.3","3",11.5629,1
"248","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.4","4",12.8881,1
"249","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.5","5",11.539,1
"250","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.6","6",11.5207,1
"251","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.7","7",12.6893,1
"252","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.9","9",11.7012,1
"253","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.9","9",12.9382,1
"254","FCZ8","SB454","sulstoni","FCZ",10,27.5873,26.6781329300727,1,0.06,1,0.8,0.5,0.98,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.765866093096727,"C. sulstoni
 SB454","FCZ8.10","10",24.7933,1
"255","FCZ9","SB454","sulstoni","FCZ",4,33.1015,30.278859615986,0,0,0.63,0.09,0.03,0.22,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0,"C. sulstoni
 SB454","FCZ9.1","1",15.0439,1
"256","FCZ9","SB454","sulstoni","FCZ",4,33.1015,30.278859615986,0,0,0.63,0.09,0.03,0.22,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0,"C. sulstoni
 SB454","FCZ9.2","2",15.4975,1
"257","FCZ9","SB454","sulstoni","FCZ",4,33.1015,30.278859615986,0,0,0.63,0.09,0.03,0.22,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0,"C. sulstoni
 SB454","FCZ9.3","3",16.8778,1
"258","FCZ9","SB454","sulstoni","FCZ",4,33.1015,30.278859615986,0,0,0.63,0.09,0.03,0.22,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0,"C. sulstoni
 SB454","FCZ9.4","4",24.6301,1
"259","FCZ9","SB454","sulstoni","FCZ",4,33.1015,30.278859615986,0,0,0.63,0.09,0.03,0.22,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0,"C. sulstoni
 SB454","FCZ9.5","5",Inf,0
"260","FDI10","JU1428","tropicalis","FDI",0,26.8141,30.3275755235791,0,0,0.31,0.16,0.06,0.31,"JU1428",66.5,18.1,218.3,"JU1428",0.019164265129683,0.00521613832853026,0.0629106628242075,0,"C. tropicalis
 JU1428","FDI10.1","1",Inf,0
"261","FDI11","JU1857","macrosperma","FDI",1,31.9247,31.8007154734639,0,0,1,0.06,0.02,0.17,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FDI11.1","1",39.2268,1
"262","FDI12","JU1857","macrosperma","FDI",1,29.6668,31.2935708698142,0,0,0.31,0.16,0.06,0.31,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FDI12.1","1",32.6927,1
"263","FDI12","JU1857","macrosperma","FDI",1,29.6668,31.2935708698142,0,0,0.31,0.16,0.06,0.31,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FDI12.2","2",Inf,0
"264","FDI14","JU1857","macrosperma","FDI",0,34.597,31.2935708698142,0,0,0.32,0.16,0.06,0.3,"JU1857",300.5,110.5,665.7,"JU1857",0.0865994236311239,0.0318443804034582,0.191844380403458,0,"C. macrosperma
 JU1857","FDI14.1","1",Inf,0
"265","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.1","1",12.5535,1
"266","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.3","3",12.8251,1
"267","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.2","2",14.2981,1
"268","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.4","4",14,1
"269","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.6","6",14.747,1
"270","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.5","5",14,1
"271","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.7","7",13,1
"272","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.9","9",13.9587,1
"273","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.8","8",13.8754,1
"274","FDI15","SB454","sulstoni","FDI",10,27.1748,25.6638437227731,1,0.05,1,1,0.67,1,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.972173021746365,"C. sulstoni
 SB454","FDI15.10","10",12.9951,1
"275","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.1","1",11.9068,1
"276","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.2","2",13.57,1
"277","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.3","3",11.6257,1
"278","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.5","5",13.2161,1
"279","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.4","4",12.2353,1
"280","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.6","6",13.3039,1
"281","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.7","7",12.6362,1
"282","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.9","9",12.7556,1
"283","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.8","8",12.8801,1
"284","FDI17","SB454","sulstoni","FDI",10,27.1513,28.5545679635768,1,0.11,1,0.43,0.24,0.66,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.392838484918672,"C. sulstoni
 SB454","FDI17.10","10",12.311,1
"285","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.1","1",12.2359,1
"286","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.2","2",14.2414,1
"287","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.3","3",15.1073,1
"288","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.4","4",11.6695,1
"289","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.5","5",12.1149,1
"290","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.7","7",13.3458,1
"291","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.6","6",12.9354,1
"292","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.8","8",12.2873,1
