"","Well","Sample","SampleType","Ct","WormNumber","Line","Strain","Species","start","passage","days.on.plate"
"179","A5","FDI17","strip",Inf,0,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"180","A6","FDI17","strip",34.8864,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"181","A7","FDI16","strip",Inf,0,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"182","A8","FDI16","strip",26.3677,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"183","A9","FDI4","strip",Inf,0,"FDI4","ZF1092","sp.25","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"184","A10","FDI15","strip",Inf,0,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"185","A11","FDI15","strip",18.8838,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"186","A12","FDI2","strip",Inf,0,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"187","B2","FDI27","strip",Inf,3,"FDI27","JU1873","wallacei","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"188","B3","FDI14","strip",29.1012,1,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"189","B4","FDI14","strip",34.8214,3,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"190","B5","FDI17","strip",Inf,1,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"191","B6","FDI17","strip",20.8427,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"192","B7","FDI16","strip",24.0606,1,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"193","B8","FDI16","strip",19.8623,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"194","B9","FDI4","strip",Inf,1,"FDI4","ZF1092","sp.25","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"195","B10","FDI15","strip",27.8215,1,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"196","B11","FDI15","strip",26.76,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"197","B12","FDI2","strip",35,1,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"198","C2","FDI27","strip",32.7459,3,"FDI27","JU1873","wallacei","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"199","C3","FDI14","strip",Inf,1,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"200","C4","FDI14","strip",Inf,3,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"201","C5","FDI17","strip",Inf,1,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"202","C6","FDI17","strip",23.4966,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"203","C7","FDI16","strip",34.9854,1,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"204","C8","FDI16","strip",23.8352,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"205","C9","FDI4","strip",Inf,1,"FDI4","ZF1092","sp.25","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"206","C10","FDI15","strip",27.1748,1,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"207","C11","FDI15","strip",28.2466,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"208","C12","FDI2","strip",31.2295,1,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"209","D2","FDI27","strip",Inf,3,"FDI27","JU1873","wallacei","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"210","D3","FDI14","strip",Inf,1,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"211","D4","FDI14","strip",Inf,3,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"212","D5","FDI17","strip",Inf,1,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"213","D6","FDI17","strip",30.8333,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"214","D7","FDI16","strip",27.835,1,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"215","D8","FDI16","strip",21.8541,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"216","D9","FDI4","strip",Inf,1,"FDI4","ZF1092","sp.25","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"217","D10","FDI15","strip",23.8054,1,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"218","D11","FDI15","strip",29.847,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"219","D12","FDI2","strip",30.6094,1,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"220","E2","FDI27","strip",Inf,3,"FDI27","JU1873","wallacei","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"221","E3","FDI14","strip",33.4906,2,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"222","E4","FDI14","strip",34.597,3,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"223","E5","FDI17","strip",20.8561,2,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"224","E6","FDI17","strip",34.654,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"225","E7","FDI16","strip",20.887,2,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"226","E8","FDI16","strip",22.7614,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"227","E9","FDI4","strip",Inf,2,"FDI4","ZF1092","sp.25","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"228","E10","FDI15","strip",22.791,2,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"229","E11","FDI15","strip",19.2642,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"230","E12","FDI2","strip",22.084,2,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"231","F2","FDI27","strip",Inf,3,"FDI27","JU1873","wallacei","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"232","F3","FDI14","strip",Inf,2,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"233","F4","FDI14","strip",Inf,3,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"234","F5","FDI17","strip",Inf,2,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"235","F6","FDI17","strip",24.1985,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"236","F7","FDI16","strip",23.1938,2,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"237","F8","FDI16","strip",20.2056,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"238","F9","FDI4","strip",Inf,2,"FDI4","ZF1092","sp.25","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"239","F10","FDI15","strip",20.7131,2,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"240","F11","FDI15","strip",28.946,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"241","F12","FDI2","strip",26.6798,2,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"242","G2","FDI27","strip",Inf,3,"FDI27","JU1873","wallacei","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"243","G3","FDI14","strip",Inf,2,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"244","G4","FDI14","strip",Inf,3,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"245","G5","FDI17","strip",Inf,2,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"246","G6","FDI17","strip",33.5846,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"247","G7","FDI16","strip",14.5789,2,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"248","G8","FDI16","strip",24.0872,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"249","G9","FDI4","strip",Inf,2,"FDI4","ZF1092","sp.25","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"250","G10","FDI15","strip",20.0209,2,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"251","G11","FDI15","strip",21.6979,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"252","G12","FDI2","strip",23.1173,2,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"253","H2","FDI27","strip",Inf,3,"FDI27","JU1873","wallacei","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"254","H3","FDI14","strip",34.9445,3,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"255","H4","FDI14","strip",Inf,3,"FDI14","JU1857","macrosperma","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"256","H5","FDI17","strip",30.1041,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"257","H6","FDI17","strip",21.8977,3,"FDI17","SB454","sulstoni","9/14/2022 14:00","9/19/2022 12:00",4.916666667
"258","H7","FDI16","strip",20.846,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"259","H8","FDI16","strip",29.8134,3,"FDI16","SB454","sulstoni","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"260","H9","FDI4","strip",Inf,2,"FDI4","ZF1092","sp.25","9/14/2022 14:00","9/19/2022 19:45",5.239583333
"261","H10","FDI15","strip",19.8151,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"262","H11","FDI15","strip",22.0144,3,"FDI15","SB454","sulstoni","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"263","H12","FDI2","strip",21.2385,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"264","A4","FDI2","strip",22.8727,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"265","A5","FDI1","strip",Inf,0,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"266","A6","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"267","A7","FDI8","strip",Inf,0,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"268","A8","FDI8","strip",34.983,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"269","A9","FDI10","strip",Inf,0,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"270","A10","FDI10","strip",28.7923,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"271","A11","FDI25","strip",Inf,0,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"272","A12","FDI25","strip",28.0089,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"273","B4","FDI2","strip",25.3697,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"274","B5","FDI1","strip",Inf,1,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"275","B6","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"276","B7","FDI8","strip",Inf,1,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"277","B8","FDI8","strip",Inf,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"278","B9","FDI10","strip",Inf,1,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"279","B10","FDI10","strip",Inf,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"280","B11","FDI25","strip",22.991,1,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"281","B12","FDI25","strip",25.2398,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"282","C4","FDI2","strip",19.0443,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"283","C5","FDI1","strip",Inf,1,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"284","C6","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"285","C7","FDI8","strip",Inf,1,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"286","C8","FDI8","strip",Inf,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"287","C9","FDI10","strip",Inf,1,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"288","C10","FDI10","strip",Inf,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"289","C11","FDI25","strip",34.7638,1,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"290","C12","FDI25","strip",32.3277,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"291","D4","FDI2","strip",24.981,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"292","D5","FDI1","strip",Inf,1,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"293","D6","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"294","D7","FDI8","strip",Inf,1,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"295","D8","FDI8","strip",Inf,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"296","D9","FDI10","strip",26.8141,1,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"297","D10","FDI10","strip",Inf,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"298","D11","FDI25","strip",31.454,1,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"299","D12","FDI25","strip",29.2479,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"300","E4","FDI2","strip",25.9553,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"301","E5","FDI1","strip",Inf,2,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"302","E6","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"303","E7","FDI8","strip",Inf,2,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"304","E8","FDI8","strip",Inf,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"305","E9","FDI10","strip",Inf,2,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"306","E10","FDI10","strip",25.7292,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"307","E11","FDI25","strip",26.7688,2,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"308","E12","FDI25","strip",34.7941,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"309","F4","FDI2","strip",21.3307,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"310","F5","FDI1","strip",Inf,2,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"311","F6","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"312","F7","FDI8","strip",Inf,2,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"313","F8","FDI8","strip",Inf,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"314","F9","FDI10","strip",Inf,2,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"315","F10","FDI10","strip",25.7036,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"316","F11","FDI25","strip",34.078,2,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"317","F12","FDI25","strip",24.9169,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"318","G4","FDI2","strip",23.0757,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"319","G5","FDI1","strip",Inf,2,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"320","G6","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"321","G7","FDI8","strip",Inf,2,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"322","G8","FDI8","strip",Inf,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"323","G9","FDI10","strip",Inf,2,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"324","G10","FDI10","strip",Inf,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"325","G11","FDI25","strip",33.0106,2,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"326","G12","FDI25","strip",31.3909,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"327","H4","FDI2","strip",17.8619,3,"FDI2","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"328","H5","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"329","H6","FDI1","strip",Inf,3,"FDI1","JU1580","elegans","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"330","H7","FDI8","strip",Inf,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"331","H8","FDI8","strip",Inf,3,"FDI8","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"332","H9","FDI10","strip",29.8445,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"333","H10","FDI10","strip",Inf,3,"FDI10","JU1428","tropicalis","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"334","H11","FDI25","strip",22.9431,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"335","H12","FDI25","strip",26.2164,3,"FDI25","JU4093","sp.65","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"336","A1","FDI6","strip",Inf,0,"FDI6","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"337","A2","FDI3","strip",Inf,0,"FDI3","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"338","A3","FDI26","strip",Inf,0,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"339","A4","FDI26","strip",22.4119,3,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"340","A5","FDI21","strip",Inf,0,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"341","A6","FDI21","strip",24.0206,3,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"342","A7","FDI34","strip",Inf,0,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"343","A8","FDI34","strip",24.2788,3,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"344","A9","FDI20","strip",Inf,0,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"345","A10","FDI20","strip",23.9138,3,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"346","A11","FDI31","strip",Inf,0,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"347","A12","FDI31","strip",Inf,3,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"348","B1","FDI6","strip",Inf,1,"FDI6","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"349","B2","FDI3","strip",Inf,1,"FDI3","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"350","B3","FDI26","strip",36,1,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"351","B4","FDI26","strip",33.2847,3,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"352","B5","FDI21","strip",25.3216,1,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"353","B6","FDI21","strip",22.8497,3,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"354","B7","FDI34","strip",Inf,1,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"355","B8","FDI34","strip",24.5464,3,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"356","B9","FDI20","strip",Inf,1,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"357","B10","FDI20","strip",23.0247,3,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"358","B11","FDI31","strip",Inf,1,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"359","B12","FDI31","strip",Inf,3,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"360","C1","FDI6","strip",Inf,1,"FDI6","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"361","C2","FDI3","strip",Inf,1,"FDI3","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"362","C3","FDI26","strip",28.1937,1,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"363","C4","FDI26","strip",Inf,3,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"364","C5","FDI21","strip",23.1407,1,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"365","C6","FDI21","strip",25.22,3,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"366","C7","FDI34","strip",Inf,1,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"367","C8","FDI34","strip",33.5643,3,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"368","C9","FDI20","strip",Inf,1,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"369","C10","FDI20","strip",27.0232,3,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"370","C11","FDI31","strip",Inf,1,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"371","C12","FDI31","strip",Inf,3,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"372","D1","FDI6","strip",Inf,1,"FDI6","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"373","D2","FDI3","strip",Inf,1,"FDI3","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"374","D3","FDI26","strip",Inf,1,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"375","D4","FDI26","strip",21.3638,3,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"376","D5","FDI21","strip",33.3796,1,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"377","D6","FDI21","strip",21.0675,3,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"378","D7","FDI34","strip",Inf,1,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"379","D8","FDI34","strip",Inf,3,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"380","D9","FDI20","strip",25.8998,1,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"381","D10","FDI20","strip",23.2612,3,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"382","D11","FDI31","strip",Inf,1,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"383","D12","FDI31","strip",Inf,3,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"384","E1","FDI6","strip",Inf,2,"FDI6","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"385","E2","FDI3","strip",Inf,2,"FDI3","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
"386","E3","FDI26","strip",Inf,2,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"387","E4","FDI26","strip",29.2536,3,"FDI26","JU4093","sp.65","9/14/2022 14:00","9/21/2022 12:45",6.947916667
"388","E5","FDI21","strip",21.4341,2,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"389","E6","FDI21","strip",23.4629,3,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"390","E7","FDI34","strip",34.0428,2,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"391","E8","FDI34","strip",26.4773,3,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"392","E9","FDI20","strip",27.3893,2,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"393","E10","FDI20","strip",26.9969,3,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"394","E11","FDI31","strip",Inf,2,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"395","E12","FDI31","strip",Inf,3,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"396","F1","FDI6","strip",Inf,2,"FDI6","ZF1092","sp.25","9/14/2022 14:00","9/20/2022 8:30",5.770833333
