"","Well","Sample","SampleType","Ct","WormNumber","Line","Strain","Species","start","passage","days.on.plate"
"285","D1","FCZ23","strip",33.0939,3,"FCZ23","VX80","latens","6/15/2022 13:45","6/21/2022 11:45",5.916666667
"286","D2","FCZ26","strip",Inf,1,"FCZ26","VX80","latens","6/15/2022 13:45","6/22/2022 7:00",6.71875
"287","D3","FCZ17","strip",Inf,3,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"288","D4","FCZ17","strip",Inf,1,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"289","D5","FCZ16","strip",27.0402,1,"FCZ16","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"290","D6","FCZ12","strip",33.9514,3,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"291","D7","FCZ12","strip",20.214,1,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"292","D8","FCZ21","strip",Inf,1,"FCZ21","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"293","D9","FCZ20","strip",Inf,1,"FCZ20","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"294","D10","FCZ19","strip",Inf,1,"FCZ19","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"295","D12","FCZ6","strip",Inf,1,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"296","E1","FCZ23","strip",Inf,3,"FCZ23","VX80","latens","6/15/2022 13:45","6/21/2022 11:45",5.916666667
"297","E2","FCZ26","strip",Inf,2,"FCZ26","VX80","latens","6/15/2022 13:45","6/22/2022 7:00",6.71875
"298","E3","FCZ17","strip",24.835,3,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"299","E4","FCZ17","strip",Inf,2,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"300","E5","FCZ16","strip",21.9086,2,"FCZ16","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"301","E6","FCZ12","strip",31.5608,3,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"302","E7","FCZ12","strip",Inf,2,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"303","E8","FCZ21","strip",Inf,2,"FCZ21","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"304","E9","FCZ20","strip",Inf,2,"FCZ20","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"305","E10","FCZ19","strip",Inf,2,"FCZ19","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"306","E12","FCZ6","strip",25.5235,2,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"307","F1","FCZ23","strip",Inf,3,"FCZ23","VX80","latens","6/15/2022 13:45","6/21/2022 11:45",5.916666667
"308","F2","FCZ26","strip",36,2,"FCZ26","VX80","latens","6/15/2022 13:45","6/22/2022 7:00",6.71875
"309","F3","FCZ17","strip",Inf,3,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"310","F4","FCZ17","strip",Inf,2,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"311","F5","FCZ16","strip",Inf,2,"FCZ16","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"312","F6","FCZ12","strip",36.5674,3,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"313","F7","FCZ12","strip",25.4664,2,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"314","F8","FCZ21","strip",Inf,2,"FCZ21","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"315","F9","FCZ20","strip",Inf,2,"FCZ20","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"316","F10","FCZ19","strip",Inf,2,"FCZ19","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"317","F12","FCZ6","strip",Inf,2,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"318","G1","FCZ23","strip",18.6563,3,"FCZ23","VX80","latens","6/15/2022 13:45","6/21/2022 11:45",5.916666667
"319","G2","FCZ26","strip",33.7883,2,"FCZ26","VX80","latens","6/15/2022 13:45","6/22/2022 7:00",6.71875
"320","G3","FCZ17","strip",Inf,3,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"321","G4","FCZ17","strip",35.3801,2,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"322","G5","FCZ16","strip",32.5248,2,"FCZ16","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"323","G6","FCZ12","strip",22.5771,3,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"324","G7","FCZ12","strip",34.5268,2,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"325","G8","FCZ21","strip",Inf,2,"FCZ21","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"326","G9","FCZ20","strip",Inf,2,"FCZ20","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"327","G10","FCZ19","strip",Inf,2,"FCZ19","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"328","G12","FCZ6","strip",Inf,2,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"329","H1","FCZ23","strip",24.0224,3,"FCZ23","VX80","latens","6/15/2022 13:45","6/21/2022 11:45",5.916666667
"330","H2","FCZ26","strip",35.3836,3,"FCZ26","VX80","latens","6/15/2022 13:45","6/22/2022 7:00",6.71875
"331","H3","FCZ17","strip",35.416,3,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"332","H4","FCZ17","strip",35.337,3,"FCZ17","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"333","H5","FCZ16","strip",34.3955,3,"FCZ16","JU1428","tropicalis","6/15/2022 13:45","6/22/2022 7:00",6.71875
"334","H6","FCZ12","strip",Inf,3,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"335","H7","FCZ12","strip",35.3619,3,"FCZ12","JU4093","sp.65","6/15/2022 13:45","6/22/2022 7:00",6.71875
"336","H8","FCZ21","strip",Inf,3,"FCZ21","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"337","H9","FCZ20","strip",35.6937,3,"FCZ20","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"338","H10","FCZ19","strip",Inf,3,"FCZ19","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"339","H12","FCZ6","strip",Inf,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"340","A3","FCZ6","strip",34.1725,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"341","A4","FCZ3","strip",Inf,0,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"342","A5","FCZ3","strip",32.147,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"343","A6","FCZ25","strip",Inf,0,"FCZ25","VX80","latens","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"344","A7","FCZ22","strip",Inf,0,"FCZ22","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"345","A8","FCZ32","strip",Inf,0,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"346","A9","FCZ32","strip",26.3555,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"347","A10","FCZ31","strip",Inf,0,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"348","A11","FCZ31","strip",20.5846,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"349","B3","FCZ6","strip",33.4045,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"350","B4","FCZ3","strip",Inf,1,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"351","B5","FCZ3","strip",35.6008,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"352","B6","FCZ25","strip",Inf,1,"FCZ25","VX80","latens","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"353","B7","FCZ22","strip",Inf,1,"FCZ22","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"354","B8","FCZ32","strip",24.4627,1,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"355","B9","FCZ32","strip",23.232,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"356","B10","FCZ31","strip",33.4943,1,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"357","B11","FCZ31","strip",22.3257,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"358","C3","FCZ6","strip",Inf,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"359","C4","FCZ3","strip",35.2498,1,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"360","C5","FCZ3","strip",35.2327,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"361","C6","FCZ25","strip",Inf,1,"FCZ25","VX80","latens","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"362","C7","FCZ22","strip",Inf,1,"FCZ22","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"363","C8","FCZ32","strip",27.3204,1,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"364","C9","FCZ32","strip",25.0912,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"365","C10","FCZ31","strip",22.4036,1,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"366","C11","FCZ31","strip",25.8299,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"367","D3","FCZ6","strip",24.0002,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"368","D4","FCZ3","strip",Inf,1,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"369","D5","FCZ3","strip",35.0323,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"370","D6","FCZ25","strip",Inf,1,"FCZ25","VX80","latens","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"371","D7","FCZ22","strip",Inf,1,"FCZ22","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"372","D8","FCZ32","strip",Inf,1,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"373","D9","FCZ32","strip",15.3263,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"374","D10","FCZ31","strip",24.9617,1,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"375","D11","FCZ31","strip",21.0017,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"376","E3","FCZ6","strip",21.2164,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"377","E4","FCZ3","strip",Inf,2,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"378","E5","FCZ3","strip",34.1799,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"379","E6","FCZ25","strip",26.3053,2,"FCZ25","VX80","latens","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"380","E7","FCZ22","strip",36,2,"FCZ22","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"381","E8","FCZ32","strip",24.8128,2,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"382","E9","FCZ32","strip",25.2798,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"383","E10","FCZ31","strip",22.6216,2,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"384","E11","FCZ31","strip",21.0377,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"385","F3","FCZ6","strip",34.7216,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"386","F4","FCZ3","strip",Inf,2,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"387","F5","FCZ3","strip",23.453,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"388","F6","FCZ25","strip",27.1471,2,"FCZ25","VX80","latens","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"389","F7","FCZ22","strip",Inf,2,"FCZ22","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"390","F8","FCZ32","strip",24.5603,2,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"391","F9","FCZ32","strip",24.6157,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"392","F10","FCZ31","strip",24.3082,2,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"393","F11","FCZ31","strip",19.5682,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"394","G3","FCZ6","strip",Inf,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"395","G4","FCZ3","strip",Inf,2,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"396","G5","FCZ3","strip",34.2352,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"397","G6","FCZ25","strip",24.1374,2,"FCZ25","VX80","latens","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"398","G7","FCZ22","strip",35.3075,2,"FCZ22","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"399","G8","FCZ32","strip",24.0883,2,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"400","G9","FCZ32","strip",23.3433,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"401","G10","FCZ31","strip",26.6097,2,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"402","G11","FCZ31","strip",27.2275,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"403","H3","FCZ6","strip",32.419,3,"FCZ6","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 8:10",7.767361111
"404","H4","FCZ3","strip",34.0337,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"405","H5","FCZ3","strip",25.4279,3,"FCZ3","JU1857","macrosperma","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"406","H6","FCZ25","strip",23.6048,3,"FCZ25","VX80","latens","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"407","H7","FCZ22","strip",31.3989,3,"FCZ22","ZF1092","sp.25","6/15/2022 13:45","6/23/2022 11:00",7.885416667
"408","H8","FCZ32","strip",23.0499,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"409","H9","FCZ32","strip",25.2201,3,"FCZ32","JU724","latens","6/15/2022 13:45","6/26/2022 13:00",10.96875
"410","H10","FCZ31","strip",20.9084,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
"411","H11","FCZ31","strip",22.291,3,"FCZ31","JU724","latens","6/15/2022 13:45","6/28/2022 9:00",12.80208333
